ID,Sl.No,Station,City,Date,Stipend
7402,91,DBOI - CB Transformation- Pune,Pune,"May 29th, 2025",50000
7398,92,DBOI - CRM - Credit Risk & IB Credit,Mumbai,"May 29th, 2025",50000
7400,93,DBOI - FIC Middle Office & Listed Derivatives,Bengaluru,"May 29th, 2025",50000
7399,94,"DBOI - Global Reconciliations, Single Prime Record and Securities Settlement",Bengaluru,"May 29th, 2025",50000
7395,95,DBOI - Global Reporting (LTRA),Pune,"May 29th, 2025",50000
4990,96,"DBOI - IB CFO,Mumbai",Mumbai,"May 29th, 2025",50000
4912,97,"DBOI - Infra Finance,Pune",Pune,"May 29th, 2025",50000
7404,98,DBOI - KYC,Bengaluru,"May 29th, 2025",50000
7397,99,DBOI - Market Risk Analysis & Control,Mumbai,"May 29th, 2025",50000
7396,100,DBOI - Valuation Control,Mumbai,"May 29th, 2025",50000
4742,101,"DBOI- CRDU, Pune",Pune,"May 29th, 2025",50000
4849,102,"DBOI- Global Reporting, Pune",Pune,"May 29th, 2025",50000
5884,103,"DBOI- Global Reporting,Mumbai/Pune",Mumbai,"May 20th, 2025",
4681,104,"DBOI-ERM,Mumbai.",Mumbai,"May 29th, 2025",50000
7076,105,Deccan Fine Chemicals,Goa,"May 20th, 2025",
5514,106,"Delightful Gourmet Private Limited, Licious",Bengaluru,"May 20th, 2025",40000
7245,107,Dezerv Investments - Analytics,Bengaluru,"May 20th, 2025",75000
5548,108,Dezerv Investments - Asset Adoption,Bengaluru,"May 20th, 2025",75000
7256,109,Dezerv Investments - Comms Infra,Bengaluru,"May 20th, 2025",75000
7255,110,Dezerv Investments - Engagement,Bengaluru,"May 20th, 2025",75000
7253,111,Dezerv Investments - Execution,Bengaluru,"May 20th, 2025",75000
5706,112,Dezerv Investments - In-App Engagement,Bengaluru,"May 20th, 2025",75000
7252,113,Dezerv Investments - Investments,Bengaluru,"May 20th, 2025",75000
7258,114,Dezerv Investments - QC,Bengaluru,"May 20th, 2025",75000
5876,115,Digicert Security India Pvt Ltd,Bengaluru,"May 29th, 2025",
4945,116,"Divgi Torq Transfer Systems Ltd. Shirwal,Pune",Satara (Pune),"May 22nd, 2025",
5167,117,"Divgi TorqTransfer Systems Pvt. Ltd - Shivare,Pune",Pune,"May 29th, 2025",15500
4760,118,"Divgi TorqTransfer Systems Pvt. Ltd. - Bhosari,Pune",Pune,"May 22nd, 2025",
5598,119,"Divgi TorqTransfer Systems Pvt. Ltd. Sirsi, Karnataka",Sirsi,"May 22nd, 2025",
6056,120,DMI Finance Limited,New Delhi,"May 20th, 2025",
7338,121,Dream Game Studios,Pune,"May 22nd, 2025",30000
6876,122,Dunboxed Solutions Private Limited,Hyderabad,"May 20th, 2025",30000
6614,123,Duratech Manufacturing Private Limited,Raipur,"May 20th, 2025",10000
4863,124,"e6data,Bengaluru",Bengaluru,"May 20th, 2025",
6435,125,EarnIn,Bengaluru,"May 20th, 2025",1000
7075,126,Eddy Finance,Bengaluru,"May 20th, 2025",20000
4836,127,"Eightfold AI India Pvt. Ltd.,Noida",Noida,"May 29th, 2025",120000
4814,128,Eltropy - Software Development,Bengaluru,"May 20th, 2025",50000
7176,129,Embedos Engineering LLP,Mumbai,"May 20th, 2025",
6537,130,"ENEA, Hyderabad",Hyderabad,"May 20th, 2025",
7074,131,Engati Technologies Private Limited - Data Science,Bengaluru,"May 20th, 2025",50000
7073,132,Engati Technologies Private Limited - Product Management,Bengaluru,"May 20th, 2025",45000
6420,133,Ennoventure Bengaluru,Bengaluru,"May 20th, 2025",
7236,134,Ericsson R and D,Bengaluru,"May 20th, 2025",60000
5754,135,"Ernst & Young LLP, Gurugram",Gurgaon,"May 29th, 2025",40000
7261,136,Eureka Forbes Ltd - Chemical,Bengaluru,"May 20th, 2025",40000
6624,137,Eureka Forbes Ltd - Computer Science,Gurgaon,"May 20th, 2025",40000
6335,138,Eureka Forbes Ltd - Data Analytics,Mumbai,"May 20th, 2025",40000
7263,139,Eureka Forbes Ltd - Data Science,Bengaluru,"May 20th, 2025",40000
5269,140,Eureka Forbes Ltd - Embedded Systems,Bengaluru,"May 20th, 2025",40000
7262,141,Eureka Forbes Ltd - Mechanical,Bengaluru,"May 20th, 2025",40000
7193,142,Evolve - Non Tech,New Delhi,"May 20th, 2025",30000
5719,143,Evolve - Tech,New Delhi,"May 20th, 2025",30000
5272,144,"Exobot Dynamics Pvt Ltd,Sonepat",Sonipat,"May 20th, 2025",
7172,145,FemtoWeb Technologies Pvt Ltd ( Nanonets ),Bengaluru,"May 20th, 2025",40000
7417,146,Fine Finish Industries Private Ltd.,Navi Mumbai,"May 29th, 2025",30000
7164,147,Fintech Blue Solutions Pvt. Ltd. ( turtlemint ),Mumbai,"May 20th, 2025",
5934,148,Forus Health,Bengaluru,"May 20th, 2025",
6379,149,Franklin Templeton - Data Science/Finance,Hyderabad,"May 22nd, 2025",50000
4743,150,Frontier Tower Associates Philippines Inc.,Bengaluru,"May 20th, 2025",
7384,151,Frost & Sullivan,Chennai,"May 29th, 2025",20000
5590,152,Genpact-Bengaluru,PAN India,"May 20th, 2025",30000
5584,153,Genpact-Gurgaon,Gurgaon,"May 20th, 2025",30000
7089,154,Giga Health - Finance,Bengaluru,"May 20th, 2025",
7090,155,Giga Health - Healthcare,Bengaluru,"May 20th, 2025",20000
7181,156,Giga Health - Product,Bengaluru,"May 20th, 2025",20000
6878,157,GJ-Map Solutions,Udaipur,"May 20th, 2025",30000
7081,158,Global Innovation Hub Private Limited,Hyderabad,"May 20th, 2025",35000
6059,159,"GMDC Science & Research Centre, Ahmedabad",Ahmedabad,"May 20th, 2025",25000
5276,160,Goldman Sachs - Hyderabad,Hyderabad,"May 20th, 2025",
5593,161,Goodera  - Software Development Engineer (SDE),Bengaluru,"May 20th, 2025",125000
4830,162,Goodera  - Software Development Engineer Testing  (SDET),Bengaluru,"May 20th, 2025",50000
7303,163,"Grasim Industries Ltd - Pulp & Fibre Business - CRM, Mumbai",Mumbai,"May 20th, 2025",
6429,164,Grasim Industries Ltd. (Chemical Division) Electrical,Bharuch,"May 20th, 2025",
5837,165,"Grasim Industries,Nagda",Nagda,"May 20th, 2025",
6457,166,GRASIM Pulp & Fiber Innovation Center,Mumbai,"May 20th, 2025",20000
7051,167,GreenFortune Windows and Doors - Business Analytics.,Hyderabad,"May 20th, 2025",40000
7050,168,GreenFortune Windows and Doors - Product Strategy,Hyderabad,"May 20th, 2025",40000
7348,169,HEAPS HEALTH SOLUTIONS INDIA PVT. LTD - Customer Success,Bengaluru,"May 22nd, 2025",35000
7349,170,HEAPS HEALTH SOLUTIONS INDIA PVT. LTD - Data Science,Bengaluru,"May 22nd, 2025",40000
4749,171,"HERE Technologies India Pvt. Ltd,Mumbai",Mumbai,"May 20th, 2025",
5256,172,Hevo Technologies India Pvt. Ltd.,Bengaluru,"May 20th, 2025",150000
6125,173,"HEX Advisory Group, Gurgaon",Gurgaon,"May 20th, 2025",25000
6445,174,"Hilti, Gurgaon",Gurgaon,"May 22nd, 2025",
5784,175,House of Vaaree Pvt Ltd - Tech,Bengaluru,"May 22nd, 2025",
6226,176,HSBC - Analyst,Gurgaon,"May 20th, 2025",
7289,177,Hubert Enviro Care Systems  - Consultancy,Chennai,"May 22nd, 2025",12000
7322,178,Hubert Enviro Care Systems  - R&D,Chennai,"May 22nd, 2025",12000
7321,179,Hubert Enviro Care Systems  - Turnkey Solutions,Chennai,"May 22nd, 2025",12000
7288,180,Hubert Enviro Care Systems  - Laboratory,Chennai,"May 20th, 2025",12000
7409,181,Hyrefox Consultants Ltd.,Jaipur,"May 29th, 2025",
7179,182,IAMSTILLALIVE ONCO ECOSYSTEM PVT LTD,Kolhapur,"May 20th, 2025",15000
7328,183,"iBRIC inStem, Bangalore",Bengaluru,"May 22nd, 2025",
6500,184,Ideaspring Capital Advisors LLP,Bengaluru,"May 22nd, 2025",
5110,185,"IFB Industries,Goa",Goa,"May 20th, 2025",25000
4719,186,Immensitas Pvt. Ltd. (Lemnisk),Bengaluru,"May 20th, 2025",80000
6371,187,Impactsure Technologies Private Limited - Business Analyst,Mumbai,"May 29th, 2025",40000
6892,188,Incredible Indian Moments Pvt. Ltd.,Jaipur,"May 20th, 2025",10000
7413,189,Incubrew Innovations Private Limited,Naini Tal,"May 29th, 2025",10000
7415,190,India Accelerator - Non Tech,Gurgaon,"May 29th, 2025",25000
7414,191,India Accelerator - Tech,Gurgaon,"May 29th, 2025",25000
5550,192,"Indian Institute of Petroleum ( IIP ),Dehradun",Dehradun,"May 20th, 2025",
4770,193,"Indus Insights - Data Analytics, Gurugram",Gurgaon,"May 22nd, 2025",100000
7274,194,InMobi Technologies Pvt Ltd -  Business Finance,Bengaluru,"May 20th, 2025",45000
7272,195,InMobi Technologies Pvt Ltd -  Business/ Product Analytics,Bengaluru,"May 20th, 2025",45000
7275,196,InMobi Technologies Pvt Ltd -  HR (Learning & Development),Bengaluru,"May 20th, 2025",45000
7273,197,InMobi Technologies Pvt Ltd -  HR Analytics,Bengaluru,"May 20th, 2025",45000
7271,198,InMobi Technologies Pvt Ltd -  Software Engineer,Bengaluru,"May 20th, 2025",45000
6629,199,Innovapptive Inc,Hyderabad,"May 22nd, 2025",
6887,200,Integra Design,Delhi,"May 20th, 2025",15000
4717,201,"Integrated Active Monitoring Pvt. Ltd.,Pune",Pune,"May 20th, 2025",
7314,202,Intel - Hardware,Bengaluru,"May 22nd, 2025",
7315,203,Intel - Software,Bengaluru,"May 22nd, 2025",
6116,204,Intellihealth Solutions Private Ltd (Truemeds) - Business Data,Mumbai,"May 20th, 2025",26000
5991,205,Intellihealth Solutions Private Ltd (Truemeds) - Growth Customer Retention,Mumbai,"May 20th, 2025",26000
7222,206,InterviewVector - Product Management,Gurgaon,"May 20th, 2025",30000
7228,207,InterviewVector - Sales Development (Domestic),Gurgaon,"May 20th, 2025",25000
7227,208,InterviewVector - Sales Development (US),Gurgaon,"May 20th, 2025",25000
7223,209,InterviewVector - Tech,Gurgaon,"May 20th, 2025",30000
7077,210,Iravan Technologies Private Limited,Pune,"May 20th, 2025",20000
6390,211,"ITC Limited, PSPD - Financial Data Analysis, Hyderabad",Hyderabad,"May 22nd, 2025",
6391,212,"ITC Limited, PSPD - Tribeni (Kolkata)",Kolkata,"May 20th, 2025",30000
5737,213,"ITC Limited, PSPD (Paperboards and Specialty Papers Division), Bhadrachalam",Bhadrachalam,"May 20th, 2025",30000
7405,214,"ITC- Paperboards and Specialty Papers Division (PSPD), Kovai (KOV)",Coimbatore,"May 29th, 2025",30000
7406,215,ITC- Printing and Packaging Business (PPB)- Chennai,Chennai,"May 29th, 2025",
7407,216,"ITC- Printing and Packaging Business (PPB)- Nadiad, Gujrat",Nadiad,"May 29th, 2025",
6946,217,ITCONS E-SOLUTIONS LTD,Noida,"May 29th, 2025",100000
4755,218,"IUDX Program Unit, Indian Institute of science - Data Kaveri,Bengaluru",Bengaluru,"May 20th, 2025",30000
5033,219,"J29 F&B Consultancy LLP, ( Food Pe ) Gurugram",Gurgaon,"May 22nd, 2025",
7211,220,JPMC - Chief Data & Analytics Office,Mumbai,"May 20th, 2025",150000
5787,221,JPMC - CIB R&A - Banking,Mumbai,"May 20th, 2025",75000
5678,222,JPMC - CIB R&A – Global Research,Mumbai,"May 20th, 2025",150000
5679,223,JPMC - CIB R&A – Markets – Sales & CCAR,Mumbai,"May 20th, 2025",150000
4818,224,"JPMC - CIB Research & Analytics,Research Modernization – Project Management",Mumbai,"May 20th, 2025",150000
5788,225,JPMC - GR&C - CCB Risk Strategic Analytics,Mumbai,"May 20th, 2025",150000
4933,226,JPMC - GR&C –Model Risk Governance & Review (MRGR) Quantitative Analytics,Mumbai,"May 20th, 2025",150000
5674,227,JPMC - GR&C WCR Counterparty Credit Risk,Mumbai,"May 20th, 2025",150000
5675,228,JPMC - GR&C WCR Portfolio Analytics - Risk Grading Methodology & Climate Risk,Mumbai,"May 20th, 2025",150000
5676,229,JPMC - GR&C WCR Portfolio Analytics- Analytics Strategy,Mumbai,"May 20th, 2025",150000
7214,230,JPMC - Markets – Sales & CCAR,Mumbai,"May 20th, 2025",150000
5680,231,JPMC - Markets - Trading & Structuring,Mumbai,"May 20th, 2025",150000
7217,232,JPMC - Risk Reporting & Middle Office/Risk Controller,Mumbai,"May 20th, 2025",150000
6889,233,Kale Logistics Solutions- AI/ML,Thane,"May 20th, 2025",15000
6891,234,Kale Logistics Solutions- Development,Thane,"May 20th, 2025",15000
6890,235,Kale Logistics Solutions- Product,Thane,"May 20th, 2025",15000
7317,236,Kalpataru Projects (PAN India),PAN India,"May 22nd, 2025",
4747,237,"KFin Technologies Private Limited,Hyderabad",Hyderabad,"May 20th, 2025",25000
7353,238,Komax Automation India Pvt. Ltd.,Gurgaon,"May 22nd, 2025",25000
7165,239,Konecranes & Demag Pvt Ltd,Pune,"May 20th, 2025",20000
7323,240,Kosoku Technologies Pvt Ltd,Pune,"May 22nd, 2025",25000
5658,241,KPMG - Modelling and Valuation Bengaluru,Bangalore,"May 22nd, 2025",
7174,242,L7 Informatics India Private Limited,Bengaluru,"May 20th, 2025",26600
6893,243,Leena AI,Gurgaon,"May 20th, 2025",25000
7191,244,Lenscorp AI Private Limited - AI Engineering,Gurgaon,"May 20th, 2025",40000
7232,245,Lenscorp AI Private Limited - Computer Vision,Gurgaon,"May 20th, 2025",40000
7230,246,Lenscorp AI Private Limited - Cybersecurity,Gurgaon,"May 20th, 2025",45000
7231,247,Lenscorp AI Private Limited - Data Science,Gurgaon,"May 20th, 2025",45000
7408,248,LogX ( flint.money ),Bengaluru,"May 29th, 2025",50000
7173,249,Longstraw Carbon Pvt. Ltd,Pune,"May 20th, 2025",15000
5003,250,"Mach33.aero,Bengaluru",Bengaluru,"May 22nd, 2025",
7377,251,Madras Fertilizers Limited (MFL),Chennai,"May 29th, 2025",20000
6479,252,Mahindra Accelo Ltd- Chakan (Pune),Pune,"May 20th, 2025",
5078,253,Mahindra Accelo Ltd- Mumbai (Worli),Mumbai,"May 20th, 2025",
7169,254,Max Now Pte. Ltd.  (Heymax.ai),Singapore,"May 20th, 2025",800
4642,255,"MBB Labs Private Limited (Maybank),Bengaluru",Bengaluru,"May 20th, 2025",35000
5812,256,Mediwhale,Seoul,"May 22nd, 2025",
5732,257,MELSS,Chennai,"May 20th, 2025",
6032,258,Mettler Toledo India Pvt. Ltd.,Mumbai,"May 20th, 2025",10000
6631,259,Micron Technology- Bengaluru/Hyderabad,Bengaluru/Hyderabad,"May 22nd, 2025",
4832,260,"MIPS Embedded Technologies Pvt. Ltd,Bengaluru",Bengaluru,"May 20th, 2025",
6540,261,Mitaahaar Food Ideas Pvt Ltd. (Brand name - GoliSoda and Great Indian Drinks),Hyderabad,"May 20th, 2025",
7334,262,Morgan Stanley - IAD - Quantitative Model auditor role,Mumbai,"May 22nd, 2025",
4834,263,Morgan Stanley - IAD Data Analytics role,Mumbai,"May 20th, 2025",100000
7267,264,Morgan Stanley - IED GMG FE role,Mumbai,"May 20th, 2025",125000
5684,265,Morgan Stanley FID - Counterparty Risk role,Mumbai,"May 20th, 2025",100000
5687,266,Morgan Stanley FID Research roles,Mumbai,"May 20th, 2025",125000
7307,267,Morgan Stanley IED GMG - Counterparty Risk role,Mumbai,"May 22nd, 2025",
7308,268,Morgan Stanley IED GMG – EXO Trading role.,Mumbai,"May 22nd, 2025",
7309,269,Morgan Stanley IED GMG – QIS Strats role,Mumbai,"May 22nd, 2025",
7310,270,Morgan Stanley IED GMG – Quantitative and Investment Strategies role.,Mumbai,"May 22nd, 2025",
7311,271,Morgan Stanley MRM role,Mumbai,"May 22nd, 2025",
7266,272,Morgan Stanley Primary Market Research role,Mumbai,"May 20th, 2025",113000
5691,273,Morgan Stanley Research - Data Strats,Mumbai,"May 20th, 2025",
7306,274,Morgan Stanley Research role,Mumbai,"May 22nd, 2025",
7312,275,Morgan Stanley Risk-Model Risk Management,Mumbai,"May 22nd, 2025",
7313,276,Morgan Stanley Risk-Risk Analytics,Mumbai,"May 22nd, 2025",
7268,277,Morgan Stanley-Funds Services Division - Client Computing Solutions,Mumbai,"May 20th, 2025",113000
7269,278,Morgan Stanley-Funds Services Division - Portfolio Analytics,Mumbai,"May 20th, 2025",113000
4683,279,"Morningstar - Index Management and Analytics,Mumbai",Mumbai,"May 20th, 2025",
5029,280,"Mosdorfer India Pvt. Ltd. ,Nashik",Nashik,"May 20th, 2025",15000
6285,281,MountTech India Ventures Pvt Ltd,New Delhi,"May 20th, 2025",20000
5026,282,MSCI Services Pvt. Ltd. - NPD,Mumbai,"May 20th, 2025",60000
6180,283,Myntra Designs Pvt. Ltd,Bengaluru,"May 20th, 2025",70000
5655,284,Nagpal & Associates,Bhiwadi,"May 22nd, 2025",
7196,285,Naptick,Thane,"May 20th, 2025",110000
5123,286,"National Centre for Biological Sciences (NCBS) ,Bengaluru",Bengaluru,"May 20th, 2025",
6632,287,NAVATA ROAD TRANSPORT,Hyderabad,"May 20th, 2025",
6256,288,NAVATA SUPPLY CHAIN SOLUTIONS PVT LTD,Hyderabad,"May 20th, 2025",
7316,289,"NCCBM, Ballabgarh",Ballabgarh,"May 22nd, 2025",
7226,290,Necessa Security & Integrated Services Pvt Ltd - Non Tech,Gurgaon,"May 20th, 2025",10000
7225,291,Necessa Security & Integrated Services Pvt Ltd - Tech,Gurgaon,"May 20th, 2025",10000
7333,292,NeoGrowth Credit Pvt Ltd- HR,Mumbai,"May 22nd, 2025",35000
7293,293,NeoGrowth Credit Pvt Ltd- Product,Mumbai,"May 22nd, 2025",35000
